,ActiveIngredients,List,Product,TherapeuticClass,ATC,PharmaceuticalForm,Status
2167,MORPHINE SULFATE 10 milligram(s)/millilitre,['morphine sulfate'],Morphine Sulfate 10mg in 1ml Solution for Injection,ANALGESICS,N02AA01,SOLUTION FOR INJECTION,Invalid
2168,MORPHINE SULFATE 10 milligram(s)/5 millilitre,['morphine sulfate'],Morphine 10mg/5ml Oral Solution,ANALGESICS,N02AA01,ORAL SOLUTION,Authorised
2169,MORPHINE SULFATE 30 milligram(s),['morphine sulfate'],MST CONTINUS 30 mg prolonged-release tablets,ANALGESICS,N02AA01,PROLONGED-RELEASE TABLET,Authorised
2170,PARACETAMOL 325 milligram(s) | TRAMADOL HYDROCHLORIDE 37.5 milligram(s),"['paracetamol', 'tramadol hydrochloride']",Tramadol/ Paracetamol Aurobindo 37.5mg/325mg film-coated Tablets,ANALGESICS,N02AJ13,FILM-COATED TABLET,Authorised
2171,PARACETAMOL 650 milligram(s) | TRAMADOL HYDROCHLORIDE 75 milligram(s),"['paracetamol', 'tramadol hydrochloride']",Palgotal 75mg/650mg film-coated Tablets,ANALGESICS,N02AJ13,FILM-COATED TABLET,Withdrawn
2172,DEXKETOPROFEN TROMETAMOL 36.90 milligram(s) | TRAMADOL HYDROCHLORIDE 75 milligram(s),"['dexketoprofen trometamol', 'tramadol hydrochloride']",Skudexa 75 mg/25 mg film-coated tablets,ANALGESICS,N02AJ14,FILM-COATED TABLET,Authorised
2173,TRAMADOL HYDROCHLORIDE 75 milligram(s) | DEXKETOPROFEN TROMETAMOL 25 milligram(s),"['tramadol hydrochloride', 'dexketoprofen trometamol']",Skudexa 75 mg/25 mg granules for oral solution in sachet,ANALGESICS,N02AJ14,GRANULES FOR ORAL SOLUTION,Authorised
2174,TRAMADOL HYDROCHLORIDE 100 milligram(s),['tramadol hydrochloride'],Mabron Retard 100mg prolonged-release Tablets,ANALGESICS,N02AX02,PROLONGED-RELEASE TABLET,Authorised
2175,TRAMADOL HYDROCHLORIDE 150 milligram(s),['tramadol hydrochloride'],Mabron Retard 150mg prolonged-release Tablets,ANALGESICS,N02AX02,PROLONGED-RELEASE TABLET,Authorised
2176,TRAMADOL HYDROCHLORIDE 200 milligram(s),['tramadol hydrochloride'],Mabron Retard 200mg prolonged-release Tablets,ANALGESICS,N02AX02,PROLONGED-RELEASE TABLET,Authorised
2177,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],"Tramadol Aurobindo 50mg capsules, hard",ANALGESICS,N02AX02,HARD CAPSULE,Authorised
2178,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],Tramadol Hydrochloride Capsules 50mg,ANALGESICS,N02AX02,HARD CAPSULE,Invalid
2179,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],Tramal 50mg prolonged-release tablet,ANALGESICS,N02AX02,PROLONGED-RELEASE TABLET,Withdrawn
2180,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],"Tramal Capsules, 50mg, Hard Capsules",ANALGESICS,N02AX02,HARD CAPSULE,Withdrawn
2181,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],Tramadex 50mg Capsules,ANALGESICS,N02AX02,CAPSULE,Withdrawn
2182,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],Tramadol 50mg Capsules,ANALGESICS,N02AX02,HARD CAPSULE,Withdrawn
2183,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],Tramadol 50mg capsules,ANALGESICS,N02AX02,CAPSULE,Invalid
2184,TRAMADOL HYDROCHLORIDE 50 milligram(s)/millilitre,['tramadol hydrochloride'],Tramadol 50mg/5ml Solution for Injection or Infusion,ANALGESICS,N02AX02,SOLUTION FOR INFUSION OR INJECTION,Withdrawn
2185,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],Tramadol Capsule 50mg,ANALGESICS,N02AX02,CAPSULE,Authorised
2186,TRAMADOL HYDROCHLORIDE 100 milligram(s),['tramadol hydrochloride'],Maneo 100mg Prolonged-release tablets,ANALGESICS,N02AX02,PROLONGED-RELEASE TABLET,Withdrawn
2187,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],Tramadol 50mg Capsules,ANALGESICS,N02AX02,CAPSULE,Withdrawn
2188,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],Tramadol TAD 50 mg hard capsules,ANALGESICS,N02AX02,HARD CAPSULE,Authorised
2189,TRAMADOL HYDROCHLORIDE 50 milligram(s)/millilitre,['tramadol hydrochloride'],Tramadol TAD 50 mg/ml solution for injection/infusion,ANALGESICS,N02AX02,SOLUTION FOR INFUSION OR INJECTION,Authorised
2190,TRAMADOL HYDROCHLORIDE 100 milligram(s)/2 millilitre,['tramadol hydrochloride'],Tramadol TAD 100 mg/2 ml solution for injection/infusion,ANALGESICS,N02AX02,SOLUTION FOR INFUSION OR INJECTION,Authorised
2191,TRAMADOL HYDROCHLORIDE 100 milligram(s)/millilitre,['tramadol hydrochloride'],Tramadol TAD 100mg/ml Oral Drops Solution,ANALGESICS,N02AX02,"ORAL DROPS, SOLUTION",Withdrawn
2192,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],Tramadol Hydrochloride Capsules Hard 50mg,ANALGESICS,N02AX02,HARD CAPSULE,Withdrawn
2193,TRAMADOL HYDROCHLORIDE 100 milligram(s)/millilitre,['tramadol hydrochloride'],Tramadol Hexal 100mg/2ml Solution for Injection,ANALGESICS,N02AX02,SOLUTION FOR INJECTION,Authorised
2194,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],Tramadol Hydrochloride 50mg Capsules,ANALGESICS,N02AX02,HARD CAPSULE,Authorised
2195,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],Tramadol HCl Mylan 50mg Capsules,ANALGESICS,N02AX02,CAPSULE,Authorised
2196,TRAMADOL HYDROCHLORIDE 50 milligram(s)/millilitre,['tramadol hydrochloride'],Tramadol-ratiopharm 100 mg/2 mL solution for injection,ANALGESICS,N02AX02,SOLUTION FOR INJECTION,Authorised
2197,TRAMADOL HYDROCHLORIDE 50 milligram(s),['tramadol hydrochloride'],Tramadol hydrochloride 50 mg Hard Capsules,ANALGESICS,N02AX02,HARD CAPSULE,Authorised
2198,PARACETAMOL 325 milligram(s) | TRAMADOL HYDROCHLORIDE 37.5 milligram(s),"['paracetamol', 'tramadol hydrochloride']","Zaldiar 37.5mg/325mg, film coated-Tablets",ANALGESICS,N02AX52,FILM-COATED TABLET,Withdrawn
2199,ZOLMITRIPTAN 2.5 milligram(s),['zolmitriptan'],Zomig 2.5mg,ANALGESICS,N02CC03,FILM-COATED TABLET,Withdrawn
2200,ZOLMITRIPTAN 2.5 milligram(s),['zolmitriptan'],Zolmiles 2.5mg orodispersible Tablets,ANALGESICS,N02CC03,ORODISPERSIBLE TABLET,Withdrawn
2201,ZOLMITRIPTAN 5 milligram(s),['zolmitriptan'],Zolmiles 5mg orodispersible Tablets,ANALGESICS,N02CC03,ORODISPERSIBLE TABLET,Withdrawn
2202,ZOLMITRIPTAN 2.5 milligram(s),['zolmitriptan'],Zolmiles 2.5mg film-coated Tablets,ANALGESICS,N02CC03,FILM-COATED TABLET,Withdrawn
2203,ZOLMITRIPTAN 5 milligram(s),['zolmitriptan'],Zolmiles 5mg film-coated Tablets,ANALGESICS,N02CC03,FILM-COATED TABLET,Withdrawn
2204,ZOLMITRIPTAN 2.5 milligram(s),['zolmitriptan'],Zolmitriptan 2.5mg Orodispersible Tablets,ANALGESICS,N02CC03,ORODISPERSIBLE TABLET,Withdrawn
2205,ZOLMITRIPTAN 2.5 milligram(s),['zolmitriptan'],Zomig 2.5mg Tablets,ANALGESICS,N02CC03,FILM-COATED TABLET,Authorised
2206,ZOLMITRIPTAN 2.5 milligram(s),['zolmitriptan'],Zolmitriptan 2.5 mg Orodispersible Tablets,ANALGESICS,N02CC03,ORODISPERSIBLE TABLET,Authorised
2207,ZOLMITRIPTAN 2.5 milligram(s),['zolmitriptan'],Zomig 2.5 mg Tablets,ANALGESICS,N02CC03,FILM-COATED TABLET,Authorised
2208,ZOLMITRIPTAN 2.5 milligram(s),['zolmitriptan'],Zolmitriptan 2.5 mg Orodispersible Tablets,ANALGESICS,N02CC03,ORODISPERSIBLE TABLET,Authorised
2209,ZOLMITRIPTAN 2.5 milligram(s),['zolmitriptan'],Zolmitriptan Mylan 2.5 mg orodispersible tablets,ANALGESICS,N02CC03,ORODISPERSIBLE TABLET,Authorised
2210,ZOLMITRIPTAN 2.5 milligram(s),['zolmitriptan'],"Zolmitriptan Aurobindo Disper 2.5 mg, orodispersible tablets",ANALGESICS,N02CC03,ORODISPERSIBLE TABLET,Authorised
2211,ZOLMITRIPTAN 2.5 milligram(s),['zolmitriptan'],Zolmitriptano Generis Phar 2.5 mg orodispersible tablets,ANALGESICS,N02CC03,ORODISPERSIBLE TABLET,Authorised
2212,PHENYTOIN SODIUM 250 milligram(s)/5 millilitre,['phenytoin sodium'],Phenytoin Sodium 50mg/ml Solution for Injection,ANTIEPILEPTICS,N03AB01,SOLUTION FOR INJECTION,Authorised
2213,PHENYTOIN SODIUM 250 milligram(s)/5 millilitre,['phenytoin sodium'],Phenytoin Sodium 50mg/ml Solution for Injection,ANTIEPILEPTICS,N03AB01,SOLUTION FOR INJECTION,Invalid
2214,PHENYTOIN SODIUM 100 milligram(s),['phenytoin sodium'],EPANUTIN 100 mg Hard Capsules,ANTIEPILEPTICS,N03AB02,HARD CAPSULE,Authorised
2215,PHENYTOIN SODIUM 50 milligram(s),['phenytoin sodium'],EPANUTIN 50 mg Hard Capsules,ANTIEPILEPTICS,N03AB02,HARD CAPSULE,Authorised
2216,PHENYTOIN SODIUM 30 milligram(s)/5 millilitre,['phenytoin sodium'],Epanutin 30mg/5ml,ANTIEPILEPTICS,N03AB02,ORAL SOLUTION,Withdrawn
2217,PHENYTOIN SODIUM 50 milligram(s)/millilitre,['phenytoin sodium'],Epanutin Ready Mixed Parenteral 250mg/5 ml Solution for Injection or infusion,ANTIEPILEPTICS,N03AB02,SOLUTION FOR INFUSION OR INJECTION,Withdrawn
2218,PHENYTOIN SODIUM 300 milligram(s),['phenytoin sodium'],Phenytoin Sodium Flynn 300mg Hard Capsules,ANTIEPILEPTICS,N03AB02,HARD CAPSULE,Withdrawn
2219,PHENYTOIN SODIUM 50 milligram(s),['phenytoin sodium'],Phenytoin Sodium Flynn 50mg Hard Capsules,ANTIEPILEPTICS,N03AB02,HARD CAPSULE,Authorised
2220,PHENYTOIN SODIUM 50 milligram(s)/millilitre,['phenytoin sodium'],Epanutin Ready Mixed Parenteral 250 mg/5 ml Solution for Injection or Infusion,ANTIEPILEPTICS,N03AB02,SOLUTION FOR INFUSION/INJECTION IN PRE-FILLED SYRINGE,Authorised
2221,VALPROATE SODIUM 400 milligram(s),['valproate sodium'],Epilim Intravenous 400mg powder and solvent for solution for injection or infusion,ANTIEPILEPTICS,N03AG01,POWDER AND SOLVENT FOR SOLUTION FOR INFUSION OR INJECTION,Authorised
2222,VALPROATE SODIUM 200 milligram(s)/5 millilitre,['valproate sodium'],"Epilim Liquid, 200mg/5ml Oral Solution",ANTIEPILEPTICS,N03AG01,ORAL SOLUTION,Authorised
2223,VALPROATE SODIUM 200 milligram(s),['valproate sodium'],Epilim Chrono 200mg Prolonged Release Tablets,ANTIEPILEPTICS,N03AG01,PROLONGED-RELEASE TABLET,Authorised
2224,VALPROATE SODIUM 500 milligram(s),['valproate sodium'],Epilim Chrono 500mg Prolonged Release Tablets,ANTIEPILEPTICS,N03AG01,PROLONGED-RELEASE TABLET,Authorised
2225,VALPROATE SODIUM 300 milligram(s),['valproate sodium'],Epilim Chrono 300 Controlled Release,ANTIEPILEPTICS,N03AG01,PROLONGED-RELEASE TABLET,Withdrawn
2226,VALPROATE SODIUM 200 milligram(s),['valproate sodium'],Epilim 200 Tablets Gastro-Resistant 200mg,ANTIEPILEPTICS,N03AG01,GASTRO-RESISTANT TABLET,Withdrawn
2227,VALPROATE SODIUM 500 milligram(s),['valproate sodium'],Epilim 500 Tablets Gastro-Resistant 500mg,ANTIEPILEPTICS,N03AG01,GASTRO-RESISTANT TABLET,Withdrawn
2228,VALPROATE SODIUM 100 milligram(s)/millilitre,['valproate sodium'],Sodium Valproate 100mg/ml Solution for Injection or Infusion (4ml),ANTIEPILEPTICS,N03AG01,SOLUTION FOR INFUSION OR INJECTION,Withdrawn
2229,VALPROATE SODIUM 100 milligram(s),['valproate sodium'],Sodium Valproate 100mg/ml Solution for Injection or Infusion (10ml),ANTIEPILEPTICS,N03AG01,SOLUTION FOR INFUSION OR INJECTION,Withdrawn
2230,VALPROATE SODIUM,['VALPROATE SODIUM'],Sodium Valproate Aguettant Solution for Injection 400mg/4ml,ANTIEPILEPTICS,N03AG01,SOLUTION FOR INJECTION,Authorised
2231,TOPIRAMATE 25 milligram(s),['topiramate'],TOPAMAX 25mg film-coated Tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Authorised
2232,TOPIRAMATE 50 milligram(s),['topiramate'],TOPAMAX 50mg film-coated Tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Authorised
2233,TOPIRAMATE 100 milligram(s),['topiramate'],TOPAMAX 100mg film-coated Tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Authorised
2234,TOPIRAMATE 200 milligram(s),['topiramate'],TOPAMAX 200mg film-coated Tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Authorised
2235,TOPIRAMATE 15 milligram(s),['topiramate'],TOPAMAX Capsules 15mg,ANTIEPILEPTICS,N03AX11,HARD CAPSULE,Authorised
2236,TOPIRAMATE 25 milligram(s),['topiramate'],TOPAMAX Capsules 25mg,ANTIEPILEPTICS,N03AX11,HARD CAPSULE,Authorised
2237,TOPIRAMATE 50 milligram(s),['topiramate'],TOPAMAX Capsules 50mg,ANTIEPILEPTICS,N03AX11,HARD CAPSULE,Authorised
2238,TOPIRAMATE 50 milligram(s),['topiramate'],Topiramate Capsules Hard 50mg,ANTIEPILEPTICS,N03AX11,HARD CAPSULE,Withdrawn
2239,TOPIRAMATE 15 milligram(s),['topiramate'],Topiramate Capsules Hard 15mg,ANTIEPILEPTICS,N03AX11,HARD CAPSULE,Withdrawn
2240,TOPIRAMATE 25 milligram(s),['topiramate'],Topiramate Capsules Hard 25mg,ANTIEPILEPTICS,N03AX11,HARD CAPSULE,Withdrawn
2241,TOPIRAMATE 25 milligram(s),['topiramate'],Talopam 25mg film-coated Tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Withdrawn
2242,TOPIRAMATE 50 milligram(s),['topiramate'],Talopam 50mg film-coated Tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Withdrawn
2243,TOPIRAMATE 100 milligram(s),['topiramate'],Talopam 100mg film-coated Tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Withdrawn
2244,TOPIRAMATE 200 milligram(s),['topiramate'],Talopam 200mg film-coated Tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Withdrawn
2245,TOPIRAMATE 25 milligram(s),['topiramate'],Topiramate Tablet film coated 25mg,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Authorised
2246,TOPIRAMATE 50 milligram(s),['topiramate'],Topiramate 50 mg film-coated tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Authorised
2247,TOPIRAMATE 100 milligram(s),['topiramate'],Topiramate 100 mg film-coated tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Authorised
2248,TOPIRAMATE 200 milligram(s),['topiramate'],Topiramate 200 mg film-coated tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Authorised
2249,TOPIRAMATE 25 milligram(s),['topiramate'],Topiramate 25mg film-coated Tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Withdrawn
2250,TOPIRAMATE 50 milligram(s),['topiramate'],Topiramate 50mg film-coated Tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Withdrawn
2251,TOPIRAMATE 100 milligram(s),['topiramate'],Topiramate 100mg film-coated Tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Withdrawn
2252,TOPIRAMATE 200 milligram(s),['topiramate'],Topiramate 200mg film-coated Tablets,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Withdrawn
2253,TOPIRAMATE 25 milligram(s),['topiramate'],Topiramat - 1A Pharma 25mg,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Withdrawn
2254,TOPIRAMATE 50 milligram(s),['topiramate'],Topiramat - 1A Pharma 50mg,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Withdrawn
2255,TOPIRAMATE 100 milligram(s),['topiramate'],Topiramat - 1A Pharma 100mg,ANTIEPILEPTICS,N03AX11,FILM-COATED TABLET,Withdrawn
2256,GABAPENTIN  milligram(s),['GABAPENTIN  milligram(s)'],Neurontin,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2257,GABAPENTIN  milligram(s),['GABAPENTIN  milligram(s)'],Neurontin,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2258,GABAPENTIN  milligram(s),['GABAPENTIN  milligram(s)'],Gabapentin Fidia 100mg Hard Capsules,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2259,GABAPENTIN  milligram(s),['GABAPENTIN  milligram(s)'],Gabapentin Fidia 300mg Hard Capsules,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2260,GABAPENTIN  milligram(s),['GABAPENTIN  milligram(s)'],Gabapentin Fidia 400mg Hard Capsules,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2261,GABAPENTIN  milligram(s),['GABAPENTIN  milligram(s)'],Gabapentin 100mg Capsules,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2262,GABAPENTIN  milligram(s),['GABAPENTIN  milligram(s)'],Gabapentin 300mg Capsules,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2263,GABAPENTIN 100 milligram(s),['gabapentin'],Gabapentin - 1A Pharma 100mg hard capsules,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2264,GABAPENTIN 300 milligram(s),['gabapentin'],Gabapentin - 1A Pharma 300mg hard capsules,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2265,GABAPENTIN 300 milligram(s),['gabapentin'],Gabapentin Morningside Hard Capsules 300mg,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2266,GABAPENTIN 100 milligram(s),['gabapentin'],Gabapentin 100mg hard capsules,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2267,GABAPENTIN 300 milligram(s),['gabapentin'],Gabapentin 300mg hard capsules,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2268,GABAPENTIN 50 milligram(s)/5 millilitre,['gabapentin'],Gabapentin Colonis Oral Solution 50mg/ml,ANTIEPILEPTICS,N03AX12,ORAL SOLUTION,Withdrawn
2269,GABAPENTIN 100 milligram(s),['gabapentin'],"Gabapentin Aurobindo 100 mg capsules, hard",ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2270,GABAPENTIN 300 milligram(s),['gabapentin'],Gabapentin Aurobindo Capsules Hard 300mg,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2271,GABAPENTIN 300 milligram(s),['gabapentin'],Gabapentin Teva Capsules Hard 300mg,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2272,GABAPENTIN 100 milligram(s),['gabapentin'],Gabapentin Mylan Capsules Hard 100mg,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2273,GABAPENTIN 50 milligram(s)/millilitre,['gabapentin'],Gabapentin Thame 50mg/ml Oral Solution,ANTIEPILEPTICS,N03AX12,ORAL SOLUTION,Authorised
2274,GABAPENTIN 50 milligram(s),['gabapentin'],Gabapentin Thame 50mg/m Oral Solution,ANTIEPILEPTICS,N03AX12,ORAL SOLUTION,Invalid
2275,GABAPENTIN 300 milligram(s),['gabapentin'],Gabapentin Accord 300mg Capsules Hard,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Invalid
2276,GABAPENTIN 300 milligram(s),['gabapentin'],Gabapentin Teva 300mg Capsules Hard,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Invalid
2277,GABAPENTIN 100 milligram(s),['gabapentin'],Gabapentin Tillomed 100mg Hard Capsules,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2278,GABAPENTIN 100 milligram(s),['gabapentin'],Gabapentin Milpharm 100mg Capsules Hard,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Invalid
2279,GABAPENTIN 100 milligram(s),['gabapentin'],"Gabapentin Brown & Burk 100 mg Capsules, hard",ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2280,GABAPENTIN 300 milligram(s),['gabapentin'],"Gabapentin Teva 300 mg Capsules, hard",ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Withdrawn
2281,GABAPENTIN 300 milligram(s),['gabapentin'],"Gabapentin Mylan 300 mg, capsule, hard",ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2282,GABAPENTIN 300 milligram(s),['gabapentin'],"Neurostil 300 mg capsules, hard",ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2283,GABAPENTIN 100 milligram(s),['gabapentin'],"Gabapentin Ascend 100 mg capsules, hard",ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2284,GABAPENTIN 300 milligram(s),['gabapentin'],"Gabapentin Ascend 300 mg capsules, hard",ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2285,GABAPENTIN 400 milligram(s),['gabapentin'],"Gabapentin Ascend 400 mg capsules, hard",ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2286,GABAPENTIN 600 milligram(s),['gabapentin'],Gabapentin Ascend 600 mg film-coated tablets,ANTIEPILEPTICS,N03AX12,FILM-COATED TABLET,Authorised
2287,GABAPENTIN,['GABAPENTIN'],Gabapentin Ascend 800 mg film-coated tablets,ANTIEPILEPTICS,N03AX12,FILM-COATED TABLET,Authorised
2288,GABAPENTIN 100 milligram(s),['gabapentin'],Gabapentin Teva 100 mg hard capsules,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2289,GABAPENTIN 100 milligram(s),['gabapentin'],Gabapentin AL 100 mg hard capsules,ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2290,GABAPENTIN 300 milligram(s),['gabapentin'],"Gabapentin Aurobindo 300 mg capsules, hard",ANTIEPILEPTICS,N03AX12,HARD CAPSULE,Authorised
2291,GABAPENTIN 50 milligram(s)/millilitre,['gabapentin'],"Gabapentin 50mg/ml Focus, Oral Solution",ANTIEPILEPTICS,N03AX12,ORAL SOLUTION,Authorised
2292,LEVETIRACETAM 750 milligram(s),['levetiracetam'],Levetiracetam Aurobindo 750 mg film-coated tablets,ANTIEPILEPTICS,N03AX13,FILM-COATED TABLET,Authorised
2293,LEVETIRACETAM 750 milligram(s),['levetiracetam'],Levetiracetam Wockhardt  750mg Film-Coated Tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Withdrawn
2294,LEVETIRACETAM 100 milligram(s)/millilitre,['levetiracetam'],Levetiracetam Fair-Med Healthcare 100mg/ml oral solution,ANTIEPILEPTICS,N03AX14,ORAL SOLUTION,Withdrawn
2295,LEVETIRACETAM 250 milligram(s),['levetiracetam'],Levetiracetam Wockhardt  250mg Film-Coated Tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Withdrawn
2296,LEVETIRACETAM 500 milligram(s),['levetiracetam'],Levetiracetam  Wockhardt  500mg Film-Coated Tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Withdrawn
2297,LEVETIRACETAM 1000 milligram(s),['levetiracetam'],Levetiracetam Wockhardt  1000mg Film-Coated Tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Withdrawn
2298,LEVETIRACETAM 100 milligram(s)/millilitre,['levetiracetam'],Levetiracetam Fair-Med Healthcare 100mg/ml concentrate for solution for infusion,ANTIEPILEPTICS,N03AX14,CONCENTRATE FOR SOLUTION FOR INFUSION,Withdrawn
2299,LEVETIRACETAM 250 milligram(s),['levetiracetam'],Levetiracetam FAIR-MED HEALTHCARE 250mg film-coated Tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Withdrawn
2300,LEVETIRACETAM 500 milligram(s),['levetiracetam'],Levetiracetam FAIR-MED HEALTHCARE 500mg film-coated Tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Withdrawn
2301,LEVETIRACETAM 750 milligram(s),['levetiracetam'],Levetiracetam FAIR-MED HEALTHCARE 750mg film-coated Tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Withdrawn
2302,LEVETIRACETAM 1000 milligram(s),['levetiracetam'],Levetiracetam FAIR-MED HEALTHCARE 1000mg film-coated Tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Withdrawn
2303,LEVETIRACETAM 100 milligram(s)/millilitre,['levetiracetam'],Levetiracetam Ibigen 100 mg/ml concentrate for solution for infusion.,ANTIEPILEPTICS,N03AX14,CONCENTRATE FOR SOLUTION FOR INFUSION,Authorised
2304,LEVETIRACETAM 250 milligram(s),['levetiracetam'],Levetiracetam 250mg Film-coated Tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Withdrawn
2305,LEVETIRACETAM 500 milligram(s),['levetiracetam'],Levetiracetam 500mg Film-coated Tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Withdrawn
2306,LEVETIRACETAM 750 milligram(s),['levetiracetam'],Levetiracetam 750mg film-coated tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Withdrawn
2307,LEVETIRACETAM 1000 milligram(s),['levetiracetam'],Levetiracetam 1000mg film-coated tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Withdrawn
2308,LEVETIRACETAM 500 milligram(s),['levetiracetam'],Levetiracetam Aurobindo 500 mg film-coated tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Authorised
2309,LEVETIRACETAM 1000 milligram(s),['levetiracetam'],Levetiracetam Aurobindo 1000 mg film-coated tablets,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Authorised
2310,LEVETIRACETAM 100 milligram(s)/millilitre,['levetiracetam'],Levetiracetam Aurobindo 100 mg/ml oral solution,ANTIEPILEPTICS,N03AX14,ORAL SOLUTION,Authorised
2311,LEVETIRACETAM 100 milligram(s)/millilitre,['levetiracetam'],Levetiracetam Concentrate for Soln for Inf 100mg/ml,ANTIEPILEPTICS,N03AX14,CONCENTRATE FOR SOLUTION FOR INFUSION,Withdrawn
2312,LEVETIRACETAM 100 milligram(s)/millilitre,['levetiracetam'],Levetiracetam Accord 100mg/ml Oral Solution (150ml vial),ANTIEPILEPTICS,N03AX14,ORAL SOLUTION,Withdrawn
2313,LEVETIRACETAM 500 milligram(s),['levetiracetam'],Levetiracetam Tablets 500mg,ANTIEPILEPTICS,N03AX14,FILM-COATED TABLET,Authorised
